COUNT;HORN RULES (filtered)
1/6;Oslo & Europa & kvinne ---> yngre enn 20
1/6;Stavanger & kvinne & eldre enn 60 ---> Europa
1/6;Stavanger & kvinne & eldre enn 60 ---> sykepleier
1/6;Tromsø & Afrika & kvinne ---> sykepleier
1/6;Tromsø & Afrika & kvinne ---> yngre enn 20
1/6;Trondheim & Asia & kvinne ---> sykepleier
1/6;Trondheim & Asia & kvinne ---> yngre enn 20
1/6;Trondheim & modell ---> kvinne
1/6;eldre enn 60 & modell ---> kvinne
1/6;mellom 30 og 40 & Australia & kvinne ---> Bodø
1/6;mellom 30 og 40 & Australia & kvinne ---> modell
1/6;mellom 30 og 40 & Bodø & kvinne ---> Australia
1/6;mellom 30 og 40 & Bodø & kvinne ---> modell
1/6;sykepleier & Oslo & kvinne ---> Europa
1/6;sykepleier & Oslo & kvinne ---> yngre enn 20
1/6;sykepleier & Stavanger & kvinne ---> eldre enn 60
1/6;sykepleier & Trondheim & Europa & mann ---> mellom 20 og 30
1/6;sykepleier & mann & eldre enn 60 ---> Stavanger
1/6;sykepleier & mellom 30 og 40 & kvinne ---> Europa
1/6;Kristiansand & mellom 30 og 40 & Nord Amerika & mann & modell ---> FALSE
1/6;Oslo & Afrika & kvinne & eldre enn 60 ---> FALSE
1/6;Stavanger & Australia & mann & mellom 50 og 60 & modell ---> FALSE
1/6;Tromsø & Asia & kvinne & mellom 40 og 50 & modell ---> FALSE
1/6;Tromsø & Sør Amerika & kvinne & eldre enn 60 ---> FALSE
1/6;mellom 20 og 30 & Nord Amerika & kvinne ---> FALSE
1/6;mellom 30 og 40 & Tromsø & kvinne ---> FALSE
1/6;sykepleier & Bodø & kvinne ---> FALSE
1/6;sykepleier & Ålesund & kvinne & mellom 40 og 50 ---> FALSE
