COUNT;HORN RULES (filtered)
1/9;Trondheim & mellom 30 og 40 & Sør Amerika & kvinne ---> FALSE
1/9;frisør & Bergen & Australia & mann ---> FALSE
1/9;mellom 20 og 30 & frisør & Bergen & Sør Amerika & mann ---> FALSE
1/9;mellom 20 og 30 & frisør & Trondheim & Europa & mann ---> FALSE
1/9;mellom 20 og 30 & sykepleier & mann ---> FALSE
1/9;sykepleier & Bergen & Nord Amerika & mann ---> FALSE
1/9;sykepleier & Stavanger & mellom 30 og 40 & Asia & mann ---> FALSE
1/9;Ålesund & Afrika & mann & mellom 40 og 50 & modell ---> FALSE
1/9;Bergen & mellom 30 og 40 & kvinne ---> Afrika
1/9;Bergen & mellom 30 og 40 & kvinne ---> sykepleier
1/9;Bodø & Nord Amerika & kvinne ---> modell
1/9;mellom 20 og 30 & Bodø ---> mann
1/9;mellom 20 og 30 & Tromsø & Asia & kvinne ---> modell
1/9;mellom 20 og 30 & sykepleier & mann ---> Tromsø
1/9;mellom 30 og 40 & Europa & kvinne ---> frisør
1/9;sykepleier & Europa ---> kvinne
1/9;sykepleier & Europa ---> mellom 50 og 60
1/9;sykepleier & Oslo & mann ---> mellom 30 og 40
1/9;yngre enn 20 & Bodø & kvinne ---> Europa
1/9;yngre enn 20 & Bodø & kvinne ---> modell
1/9;yngre enn 20 & Europa & kvinne ---> modell
1/9;Ålesund & mann & modell ---> mellom 50 og 60
1/9;Asia & kvinne & mellom 50 og 60 ---> FALSE
1/9;Bodø & Afrika & mann & modell ---> FALSE
1/9;Kristiansand & mellom 30 og 40 & kvinne ---> FALSE
1/9;Oslo & Asia & kvinne ---> FALSE
1/9;Stavanger & Afrika & mann & mellom 40 og 50 & modell ---> FALSE
1/9;Stavanger & mellom 30 og 40 & kvinne ---> FALSE
1/9;Tromsø & Sør Amerika & kvinne & eldre enn 60 ---> FALSE
1/9;Trondheim & Asia ---> FALSE
1/9;Trondheim & mann & modell ---> FALSE
1/9;Trondheim & mellom 30 og 40 & Afrika & kvinne ---> FALSE
1/9;sykepleier & mann & mellom 40 og 50 ---> FALSE
1/9;yngre enn 20 & Kristiansand ---> FALSE
1/9;Ålesund & Afrika & kvinne & eldre enn 60 ---> FALSE
1/9;Australia & kvinne & mellom 50 og 60 ---> modell
1/9;Bodø & kvinne & mellom 50 og 60 & modell ---> Sør Amerika
1/9;Kristiansand & Australia & kvinne ---> mellom 50 og 60
1/9;Kristiansand & Australia & kvinne ---> modell
1/9;Nord Amerika & kvinne & mellom 40 og 50 ---> Kristiansand
1/9;Nord Amerika & kvinne & mellom 40 og 50 ---> frisør
1/9;Oslo & Nord Amerika ---> mann
1/9;Oslo & modell ---> kvinne
1/9;Stavanger & eldre enn 60 ---> mann
1/9;Tromsø & modell ---> Europa
1/9;Tromsø & modell ---> kvinne
1/9;Tromsø & modell ---> mellom 50 og 60
1/9;Trondheim & mellom 50 og 60 ---> mann
1/9;frisør & Afrika & mann ---> eldre enn 60
1/9;frisør & Asia ---> kvinne
1/9;frisør & Europa ---> kvinne
1/9;frisør & Kristiansand ---> kvinne
1/9;frisør & Trondheim ---> kvinne
1/9;frisør & mellom 30 og 40 ---> kvinne
1/9;mann & eldre enn 60 & modell ---> Trondheim
1/9;mellom 30 og 40 & Tromsø & kvinne ---> Europa
1/9;mellom 30 og 40 & Tromsø & kvinne ---> sykepleier
1/9;sykepleier & Afrika & mann ---> eldre enn 60
1/9;sykepleier & Europa & mann ---> Oslo
1/9;sykepleier & Europa & mann ---> yngre enn 20
1/9;sykepleier & Kristiansand & mann ---> Asia
1/9;yngre enn 20 & Stavanger & kvinne ---> Europa
1/9;Afrika & mann & modell ---> FALSE
1/9;Asia & mann & modell ---> FALSE
1/9;Stavanger & Nord Amerika & mann & modell ---> FALSE
1/9;frisør & Tromsø & Nord Amerika & mann & eldre enn 60 ---> FALSE
1/9;sykepleier & mellom 30 og 40 & mann ---> FALSE
1/9;yngre enn 20 & Bergen & Sør Amerika & kvinne ---> FALSE
1/9;Asia & kvinne & eldre enn 60 ---> Oslo
1/9;Asia & kvinne & eldre enn 60 ---> frisør
1/9;Australia & kvinne & mellom 50 og 60 ---> Bodø
1/9;Australia & kvinne & mellom 50 og 60 ---> frisør
1/9;Bodø & Afrika ---> sykepleier
1/9;Europa & kvinne & mellom 50 og 60 ---> Kristiansand
1/9;Europa & kvinne & mellom 50 og 60 ---> sykepleier
1/9;Europa & mann & modell ---> yngre enn 20
1/9;Kristiansand & kvinne & eldre enn 60 ---> Nord Amerika
1/9;Kristiansand & kvinne & eldre enn 60 ---> frisør
1/9;Oslo & Australia & kvinne & eldre enn 60 ---> frisør
1/9;Tromsø & Europa ---> kvinne
1/9;Tromsø & Europa ---> sykepleier
1/9;Trondheim & Sør Amerika & kvinne ---> modell
1/9;mellom 20 og 30 & Europa ---> mann
1/9;mellom 20 og 30 & Stavanger ---> Sør Amerika
1/9;mellom 20 og 30 & Stavanger ---> frisør
1/9;mellom 20 og 30 & Stavanger ---> kvinne
1/9;mellom 20 og 30 & Sør Amerika & kvinne ---> frisør
1/9;sykepleier & Afrika & mann ---> yngre enn 20
1/9;Ålesund & Afrika ---> mann
1/9;Ålesund & Afrika ---> mellom 40 og 50
1/9;Australia & kvinne & mellom 40 og 50 ---> FALSE
1/9;Bergen & Nord Amerika ---> FALSE
1/9;Oslo & mellom 30 og 40 & Europa & kvinne ---> FALSE
1/9;frisør & mellom 30 og 40 & Bodø & kvinne ---> FALSE
1/9;mann & eldre enn 60 & modell ---> FALSE
1/9;mellom 20 og 30 & Bodø & Nord Amerika ---> FALSE
1/9;mellom 20 og 30 & Kristiansand & Australia & kvinne ---> FALSE
1/9;sykepleier & Kristiansand & mann ---> FALSE
1/9;sykepleier & Tromsø & Sør Amerika & mann & mellom 50 og 60 ---> FALSE
1/9;sykepleier & Ålesund & Nord Amerika & mann & mellom 50 og 60 ---> FALSE
1/9;yngre enn 20 & Bergen & Europa & kvinne ---> FALSE
1/9;yngre enn 20 & Trondheim & Asia & mann & modell ---> FALSE
