COUNT;HORN RULES (filtered)
1/9;mellom 30 og 40 & kvinne ---> Nord Amerika
1/9;mellom 30 og 40 & kvinne ---> modell
1/9;Ålesund & kvinne ---> Afrika
1/9;Bergen & Sør Amerika & kvinne & advokat ---> FALSE
1/9;Tromsø & kvinne ---> FALSE
1/9;mellom 20 og 30 & Bodø & Nord Amerika & kvinne ---> FALSE
1/9;sykepleier & Afrika & mann ---> FALSE
1/9;yngre enn 20 & Oslo & Asia & mann & modell ---> FALSE
1/9;Bergen & kvinne ---> Australia
1/9;Bergen & kvinne ---> mellom 30 og 40
1/9;Bergen & kvinne ---> modell
1/9;Bodø & kvinne ---> Australia
1/9;Bodø & kvinne ---> yngre enn 20
1/9;Kristiansand & Asia ---> forfatter
1/9;Kristiansand & Asia ---> kvinne
1/9;Stavanger & kvinne ---> Europa
1/9;Stavanger & kvinne ---> sykepleier
1/9;Stavanger & mann & modell ---> Asia
1/9;Stavanger & mann & modell ---> mellom 50 og 60
1/9;forfatter & Afrika ---> kvinne
1/9;forfatter & Afrika ---> Ålesund
1/9;forfatter & Oslo & kvinne ---> Sør Amerika
1/9;forfatter & Stavanger & Asia & mann ---> mellom 40 og 50
1/9;forfatter & Tromsø & kvinne ---> Asia
1/9;forfatter & Trondheim & kvinne ---> Asia
1/9;forfatter & Trondheim & kvinne ---> mellom 30 og 40
1/9;sykepleier & Australia ---> Bodø
1/9;sykepleier & Australia ---> kvinne
1/9;sykepleier & Australia ---> yngre enn 20
1/9;sykepleier & Tromsø ---> Asia
1/9;sykepleier & Tromsø ---> eldre enn 60
1/9;yngre enn 20 & Afrika ---> Bergen
1/9;yngre enn 20 & Afrika ---> frisør
1/9;yngre enn 20 & Afrika ---> mann
1/9;Oslo & mann & modell ---> FALSE
1/9;Sør Amerika & mann & modell ---> FALSE
1/9;Tromsø & mann & modell ---> FALSE
1/9;kvinne & mellom 50 og 60 ---> FALSE
1/9;mellom 20 og 30 & Tromsø & Australia & kvinne ---> FALSE
1/9;mellom 20 og 30 & Trondheim & Afrika & kvinne ---> FALSE
1/9;mellom 20 og 30 & forfatter & kvinne ---> FALSE
1/9;sykepleier & Stavanger & Europa & mann ---> FALSE
1/9;sykepleier & Trondheim & Nord Amerika & mann & eldre enn 60 ---> FALSE
1/9;yngre enn 20 & Trondheim & Asia & mann & modell ---> FALSE
1/9;Ålesund & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/9;Australia & mann & modell ---> mellom 20 og 30
1/9;Bergen & Nord Amerika & kvinne ---> modell
1/9;Europa & modell ---> mellom 30 og 40
1/9;Kristiansand & kvinne ---> Sør Amerika
1/9;Kristiansand & kvinne ---> mellom 50 og 60
1/9;Kristiansand & kvinne ---> modell
1/9;forfatter & Australia ---> Stavanger
1/9;forfatter & Australia ---> mann
1/9;forfatter & Australia ---> mellom 30 og 40
1/9;forfatter & Tromsø & Asia & mann ---> mellom 30 og 40
1/9;mann & eldre enn 60 & modell ---> Tromsø
1/9;mellom 30 og 40 & Europa & kvinne ---> modell
1/9;sykepleier & Kristiansand & Afrika & mann ---> mellom 40 og 50
1/9;Asia & mann & modell ---> FALSE
1/9;Australia & mellom 50 og 60 ---> FALSE
1/9;forfatter & Tromsø & Nord Amerika & mann ---> FALSE
1/9;forfatter & kvinne ---> FALSE
1/9;fotograf & Tromsø & kvinne ---> FALSE
1/9;sykepleier & Bergen & Asia & mann & eldre enn 60 ---> FALSE
1/9;yngre enn 20 & Oslo & Australia & kvinne ---> FALSE
1/9;yngre enn 20 & forfatter & Bodø & Asia & mann ---> FALSE
1/9;yngre enn 20 & sykepleier & Ålesund & Sør Amerika & kvinne ---> FALSE
1/9;Afrika & kvinne & eldre enn 60 ---> Trondheim
1/9;Afrika & kvinne & eldre enn 60 ---> modell
1/9;Tromsø & kvinne ---> Nord Amerika
1/9;Tromsø & kvinne ---> mellom 40 og 50
1/9;mellom 20 og 30 & kvinne ---> Afrika
1/9;sykepleier & Trondheim ---> kvinne
1/9;sykepleier & Trondheim ---> yngre enn 20
1/9;yngre enn 20 & Australia ---> Oslo
1/9;yngre enn 20 & Kristiansand & Afrika & kvinne ---> sykepleier
1/9;Asia & eldre enn 60 ---> FALSE
1/9;Bodø & mann & modell ---> FALSE
1/9;Oslo & Nord Amerika & kvinne ---> FALSE
1/9;Oslo & Sør Amerika & mann & mellom 50 og 60 & modell ---> FALSE
1/9;Oslo & mellom 30 og 40 & Australia & kvinne ---> FALSE
1/9;Trondheim & kvinne & mellom 40 og 50 & modell ---> FALSE
1/9;forfatter & Stavanger & mellom 30 og 40 & Nord Amerika & kvinne ---> FALSE
1/9;mellom 20 og 30 & Stavanger & Australia & mann & modell ---> FALSE
1/9;mellom 20 og 30 & sykepleier & Nord Amerika & mann ---> FALSE
1/9;sykepleier & Oslo & Europa & mann ---> FALSE
1/9;Ålesund & Afrika & kvinne & mellom 40 og 50 & modell ---> FALSE
1/9;Asia & mellom 50 og 60 ---> Kristiansand
1/9;Asia & mellom 50 og 60 ---> mann
1/9;Asia & mellom 50 og 60 ---> sykepleier
1/9;Australia & kvinne & mellom 50 og 60 ---> modell
1/9;Bergen & Afrika & kvinne ---> mellom 50 og 60
1/9;Bergen & Afrika & kvinne ---> modell
1/9;Bergen & modell ---> kvinne
1/9;Bodø & Sør Amerika ---> kvinne
1/9;Bodø & Sør Amerika ---> modell
1/9;Nord Amerika & kvinne & mellom 40 og 50 ---> sykepleier
1/9;Nord Amerika & mellom 50 og 60 ---> kvinne
1/9;Oslo & Nord Amerika & kvinne ---> mellom 30 og 40
1/9;Oslo & Nord Amerika & kvinne ---> modell
1/9;Oslo & Sør Amerika & kvinne ---> sykepleier
1/9;Oslo & mellom 50 og 60 ---> Europa
1/9;Oslo & mellom 50 og 60 ---> mann
1/9;Oslo & mellom 50 og 60 ---> modell
1/9;Tromsø & kvinne & eldre enn 60 ---> Afrika
1/9;Trondheim & kvinne & mellom 50 og 60 ---> Sør Amerika
1/9;Trondheim & kvinne & mellom 50 og 60 ---> modell
1/9;Trondheim & mellom 30 og 40 ---> mann
1/9;Trondheim & modell ---> kvinne
1/9;forfatter & Bodø ---> mann
1/9;forfatter & Kristiansand & Sør Amerika & mann ---> eldre enn 60
1/9;forfatter & Ålesund & kvinne ---> Afrika
1/9;mellom 20 og 30 & Asia & kvinne ---> modell
1/9;mellom 30 og 40 & Europa ---> mann
1/9;sykepleier & Kristiansand ---> mann
1/9;sykepleier & mellom 30 og 40 & kvinne ---> Afrika
1/9;Asia & kvinne & mellom 40 og 50 ---> FALSE
1/9;Oslo & kvinne & mellom 40 og 50 ---> FALSE
1/9;Stavanger & kvinne & mellom 40 og 50 ---> FALSE
1/9;Tromsø & kvinne & mellom 40 og 50 ---> FALSE
1/9;forfatter & Nord Amerika & kvinne ---> FALSE
1/9;forfatter & Trondheim & Australia & mann ---> FALSE
1/9;mellom 20 og 30 & Tromsø & kvinne ---> FALSE
1/9;sykepleier & Stavanger & kvinne ---> FALSE
1/9;sykepleier & Trondheim & Nord Amerika & mann ---> FALSE
1/9;sykepleier & Ålesund & kvinne ---> FALSE
1/9;yngre enn 20 & Bodø & Europa & mann & modell ---> FALSE
1/9;yngre enn 20 & Oslo & Asia & kvinne ---> FALSE
1/9;yngre enn 20 & sykepleier & Trondheim & Afrika & mann ---> FALSE
1/9;Ålesund & Nord Amerika & kvinne ---> FALSE
1/9;Ålesund & kvinne & mellom 50 og 60 ---> FALSE
1/9;Afrika & mann & modell ---> mellom 40 og 50
1/9;Afrika & mann & modell ---> Ålesund
1/9;Asia & mellom 40 og 50 ---> Bodø
1/9;Asia & mellom 40 og 50 ---> mann
1/9;Bergen & Europa ---> sykepleier
1/9;Bergen & mann & modell ---> mellom 30 og 40
1/9;Kristiansand & Asia & kvinne ---> sykepleier
1/9;Kristiansand & Asia & kvinne ---> yngre enn 20
1/9;Kristiansand & Europa & kvinne ---> modell
1/9;Kristiansand & Europa & kvinne ---> yngre enn 20
1/9;Nord Amerika & mann & modell ---> mellom 20 og 30
1/9;Nord Amerika & mann & modell ---> Ålesund
1/9;Tromsø & Asia ---> mann
1/9;Tromsø & Asia ---> mellom 20 og 30
1/9;Tromsø & Asia ---> sykepleier
1/9;Trondheim & mellom 30 og 40 & kvinne ---> Afrika
1/9;Trondheim & mellom 30 og 40 & kvinne ---> forfatter
1/9;forfatter & Australia & mann ---> Tromsø
1/9;forfatter & Australia & mann ---> mellom 40 og 50
1/9;forfatter & Sør Amerika ---> mann
1/9;mellom 20 og 30 & Asia ---> mann
1/9;mellom 20 og 30 & forfatter & kvinne ---> Afrika
1/9;mellom 20 og 30 & forfatter & kvinne ---> Bergen
1/9;mellom 30 og 40 & Australia & kvinne ---> Bergen
1/9;mellom 30 og 40 & Australia & kvinne ---> modell
1/9;mellom 30 og 40 & Nord Amerika & kvinne ---> Tromsø
1/9;mellom 30 og 40 & Nord Amerika & kvinne ---> modell
1/9;mellom 30 og 40 & Tromsø & kvinne & modell ---> Nord Amerika
1/9;sykepleier & mellom 30 og 40 ---> mann
1/9;yngre enn 20 & sykepleier ---> kvinne
1/9;Afrika & kvinne & eldre enn 60 ---> FALSE
1/9;Australia & mann & modell ---> FALSE
1/9;Stavanger & mellom 30 og 40 & kvinne ---> FALSE
1/9;forfatter & Asia ---> FALSE
1/9;fotograf & Australia & kvinne ---> FALSE
1/9;fotograf & kvinne & eldre enn 60 ---> FALSE
1/9;mellom 20 og 30 & Europa & kvinne ---> FALSE
1/9;mellom 20 og 30 & Stavanger & kvinne & modell ---> FALSE
1/9;mellom 20 og 30 & fotograf & Bodø & Nord Amerika & kvinne ---> FALSE
1/9;mellom 20 og 30 & sykepleier & Kristiansand & Australia & kvinne ---> FALSE
1/9;yngre enn 20 & Trondheim & Nord Amerika & kvinne ---> FALSE
1/9;yngre enn 20 & fotograf & kvinne ---> FALSE
1/9;Australia & mann & modell ---> eldre enn 60
1/9;Bergen & mellom 40 og 50 ---> mann
1/9;Kristiansand & Australia ---> advokat
1/9;Kristiansand & Australia ---> mann
1/9;Kristiansand & Australia ---> yngre enn 20
1/9;Kristiansand & kvinne & eldre enn 60 ---> Europa
1/9;Kristiansand & kvinne & eldre enn 60 ---> modell
1/9;Oslo & Asia & kvinne ---> modell
1/9;Oslo & kvinne & mellom 40 og 50 ---> Asia
1/9;Oslo & kvinne & mellom 40 og 50 ---> modell
1/9;Oslo & kvinne & mellom 50 og 60 ---> Asia
1/9;Oslo & kvinne & mellom 50 og 60 ---> modell
1/9;Stavanger & Europa & kvinne ---> eldre enn 60
1/9;Stavanger & Europa & kvinne ---> sykepleier
1/9;sykepleier & mellom 40 og 50 ---> Sør Amerika
1/9;sykepleier & mellom 40 og 50 ---> kvinne
1/9;yngre enn 20 & sykepleier & mann ---> Kristiansand
1/9;yngre enn 20 & sykepleier & mann ---> Nord Amerika
1/9;Europa & kvinne & mellom 40 og 50 ---> FALSE
1/9;Europa & kvinne & mellom 50 og 60 ---> FALSE
1/9;Kristiansand & Sør Amerika & mann & mellom 50 og 60 & modell ---> FALSE
1/9;Oslo & mellom 30 og 40 & kvinne ---> FALSE
1/9;Tromsø & Sør Amerika & kvinne ---> FALSE
1/9;Trondheim & Asia & mann & modell ---> FALSE
1/9;forfatter & Kristiansand & mellom 30 og 40 & kvinne ---> FALSE
1/9;forfatter & Stavanger & kvinne ---> FALSE
1/9;mellom 20 og 30 & Tromsø & Asia & kvinne ---> FALSE
1/9;mellom 30 og 40 & Bodø & Asia & kvinne & modell ---> FALSE
1/9;yngre enn 20 & Bergen & Asia & kvinne ---> FALSE
1/9;yngre enn 20 & Stavanger & kvinne ---> FALSE
1/9;Ålesund & kvinne ---> FALSE
