COUNT;HORN RULES (filtered)
2/10;fotograf & Australia ---> FALSE
2/10;fotograf & Stavanger & Europa & kvinne & eldre enn 60 ---> FALSE
2/10;frisør & Bodø & Sør Amerika & mann & mellom 50 og 60 ---> FALSE
2/10;frisør & Kristiansand & Asia & mann & mellom 40 og 50 ---> FALSE
2/10;mellom 20 og 30 & Kristiansand & mann & advokat ---> FALSE
2/10;sykepleier & mellom 30 og 40 & Tromsø & Australia & mann ---> FALSE
1/10;Asia ---> mann
1/10;Bodø & kvinne ---> frisør
1/10;Bodø & kvinne ---> mellom 20 og 30
1/10;yngre enn 20 & kvinne ---> Sør Amerika
1/10;yngre enn 20 & kvinne ---> sykepleier
1/10;yngre enn 20 & kvinne ---> Ålesund
1/10;Bergen & kvinne ---> FALSE
1/10;Tromsø & Australia & kvinne & mellom 40 og 50 & rørlegger ---> FALSE
1/10;Trondheim & mellom 40 og 50 ---> FALSE
1/10;fotograf & Nord Amerika & mann ---> FALSE
1/10;frisør & Stavanger & Sør Amerika & mann ---> FALSE
1/10;mellom 20 og 30 & sykepleier & Ålesund & Europa & mann ---> FALSE
1/10;Bergen & kvinne ---> Asia
1/10;Bergen & kvinne ---> sykepleier
1/10;Kristiansand & kvinne ---> Sør Amerika
1/10;Kristiansand & kvinne ---> elektriker
1/10;Kristiansand & kvinne ---> mellom 30 og 40
1/10;kvinne & elektriker ---> Kristiansand
1/10;kvinne & elektriker ---> Sør Amerika
1/10;kvinne & elektriker ---> mellom 30 og 40
1/10;kvinne & mellom 50 og 60 ---> Australia
1/10;kvinne & mellom 50 og 60 ---> Oslo
1/10;kvinne & mellom 50 og 60 ---> sykepleier
1/10;sykepleier & mann ---> Nord Amerika
1/10;Ålesund ---> mann
1/10;Oslo & mellom 30 og 40 & Nord Amerika & kvinne & advokat ---> FALSE
1/10;frisør & Kristiansand & mann & mellom 50 og 60 ---> FALSE
1/10;advokat ---> mann
1/10;mellom 30 og 40 & kvinne ---> forfatter
1/10;Australia & kvinne & eldre enn 60 & rørlegger ---> FALSE
1/10;Bergen & Sør Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/10;Kristiansand & Asia & kvinne & modell ---> FALSE
1/10;forfatter & Stavanger & mann ---> FALSE
1/10;fotograf & Stavanger & Australia & mann & mellom 50 og 60 ---> FALSE
1/10;mellom 20 og 30 & Trondheim & kvinne ---> FALSE
1/10;sykepleier & Ålesund & Nord Amerika & mann & mellom 40 og 50 ---> FALSE
