COUNT;HORN RULES (filtered)
2/10;Bergen & Australia & kvinne & mellom 40 og 50 ---> FALSE
2/10;Bodø & mann & psykolog ---> FALSE
2/10;Oslo & Australia & kvinne & mellom 40 og 50 ---> FALSE
2/10;Oslo & Nord Amerika & kvinne & eldre enn 60 ---> FALSE
2/10;Oslo & kvinne & mellom 50 og 60 ---> FALSE
2/10;Stavanger & Australia & mann & mellom 50 og 60 & psykolog ---> FALSE
2/10;Tromsø & Asia & kvinne ---> FALSE
2/10;politiker & Ålesund & Australia & kvinne ---> FALSE
2/10;yngre enn 20 & Asia & kvinne ---> FALSE
1/10;Asia & mann & psykolog ---> mellom 20 og 30
1/10;Asia & mann & psykolog ---> Ålesund
1/10;Oslo & Europa ---> kvinne
1/10;Oslo & Europa ---> sykepleier
1/10;Tromsø ---> kvinne
1/10;Tromsø ---> mellom 20 og 30
1/10;Tromsø ---> psykolog
1/10;yngre enn 20 & kvinne ---> sykepleier
1/10;Australia & mann & psykolog ---> FALSE
1/10;Bergen & Afrika & mann & mellom 40 og 50 ---> FALSE
1/10;mellom 30 og 40 & Sør Amerika & mann ---> FALSE
1/10;Bergen & psykolog ---> Nord Amerika
1/10;Bergen & psykolog ---> mann
1/10;Bergen & psykolog ---> yngre enn 20
1/10;arkitekt ---> mann
1/10;kvinne & eldre enn 60 ---> psykolog
1/10;politiker ---> mann
1/10;Ålesund & psykolog ---> Afrika
1/10;Ålesund & psykolog ---> eldre enn 60
1/10;Ålesund & psykolog ---> kvinne
1/10;Kristiansand & Afrika & mann & mellom 40 og 50 & psykolog ---> FALSE
1/10;Stavanger & Asia & kvinne & psykolog ---> FALSE
1/10;Trondheim & mellom 30 og 40 & Nord Amerika & mann & psykolog ---> FALSE
1/10;mellom 40 og 50 ---> Afrika
1/10;mellom 40 og 50 ---> elektriker
1/10;mellom 40 og 50 ---> mann
1/10;mellom 40 og 50 ---> Ålesund
1/10;Tromsø & Sør Amerika & kvinne ---> FALSE
1/10;mellom 20 og 30 & Bodø & Nord Amerika & kvinne ---> FALSE
1/10;mellom 30 og 40 & Nord Amerika & mann & psykolog ---> FALSE
1/10;politiker & kvinne ---> FALSE
