COUNT;HORN RULES (filtered)
3/10;mellom 30 og 40 & Sør Amerika & kvinne ---> frisør
3/10;yngre enn 20 & Kristiansand ---> mann
3/10;yngre enn 20 & Stavanger ---> kvinne
3/10;Afrika & kvinne & mellom 40 og 50 ---> FALSE
3/10;Australia & kvinne & rørlegger ---> FALSE
3/10;Bergen & kvinne & elektriker ---> FALSE
3/10;Bergen & kvinne & rørlegger ---> FALSE
3/10;Bodø & kvinne & rørlegger ---> FALSE
3/10;Europa & kvinne & eldre enn 60 & elektriker ---> FALSE
3/10;Kristiansand & Asia & mann & mellom 40 og 50 & modell ---> FALSE
3/10;Oslo & Afrika & kvinne & mellom 50 og 60 & rørlegger ---> FALSE
3/10;Stavanger & kvinne & elektriker ---> FALSE
3/10;Tromsø & kvinne & mellom 50 og 60 & elektriker ---> FALSE
3/10;fotograf & Oslo & mann ---> FALSE
3/10;fotograf & Stavanger & Europa & kvinne & mellom 40 og 50 ---> FALSE
3/10;fotograf & kvinne & mellom 50 og 60 ---> FALSE
3/10;fotograf & mellom 30 og 40 & Europa & kvinne ---> FALSE
3/10;frisør & mann & eldre enn 60 ---> FALSE
3/10;kvinne & mellom 40 og 50 & elektriker ---> FALSE
3/10;mellom 20 og 30 & Bodø & kvinne ---> FALSE
3/10;mellom 20 og 30 & Ålesund & kvinne & elektriker ---> FALSE
3/10;yngre enn 20 & Bergen & Europa & mann ---> FALSE
3/10;yngre enn 20 & fotograf & kvinne ---> FALSE
3/10;Ålesund & Sør Amerika & kvinne & rørlegger ---> FALSE
2/10;Asia & mann ---> mellom 20 og 30
2/10;Bergen & Australia ---> kvinne
2/10;Bergen & Australia ---> sykepleier
2/10;Bergen & Australia ---> yngre enn 20
2/10;frisør & Stavanger & mann ---> Afrika
2/10;frisør & Stavanger & mann ---> mellom 30 og 40
2/10;frisør & mellom 30 og 40 & mann ---> Afrika
2/10;mellom 20 og 30 & Oslo & kvinne ---> Afrika
2/10;mellom 20 og 30 & Oslo & kvinne ---> forfatter
2/10;mellom 30 og 40 & Afrika ---> frisør
2/10;modell ---> kvinne
2/10;yngre enn 20 & frisør ---> kvinne
2/10;Ålesund & mellom 30 og 40 & kvinne ---> Europa
2/10;Ålesund & mellom 30 og 40 & kvinne ---> forfatter
2/10;Kristiansand & kvinne & mellom 40 og 50 ---> FALSE
2/10;Nord Amerika & kvinne & rørlegger ---> FALSE
2/10;Tromsø & kvinne & mellom 40 og 50 & elektriker ---> FALSE
2/10;Trondheim & kvinne & mellom 50 og 60 & elektriker ---> FALSE
2/10;fotograf & Oslo & Nord Amerika & kvinne ---> FALSE
2/10;fotograf & mellom 30 og 40 & Bodø & Australia & kvinne ---> FALSE
2/10;kvinne & eldre enn 60 & elektriker ---> FALSE
2/10;kvinne & mellom 50 og 60 & advokat ---> FALSE
2/10;kvinne & mellom 50 og 60 & rørlegger ---> FALSE
2/10;mellom 20 og 30 & Sør Amerika ---> FALSE
2/10;mellom 20 og 30 & Tromsø & kvinne ---> FALSE
2/10;mellom 20 og 30 & frisør & mann ---> FALSE
2/10;mellom 20 og 30 & kvinne & elektriker ---> FALSE
2/10;mellom 30 og 40 & Tromsø & Asia & kvinne & rørlegger ---> FALSE
2/10;yngre enn 20 & Kristiansand & Europa & kvinne & rørlegger ---> FALSE
2/10;yngre enn 20 & fotograf & Tromsø & Europa & kvinne ---> FALSE
2/10;Ålesund & kvinne & elektriker ---> FALSE
2/10;Kristiansand & mellom 30 og 40 ---> Australia
2/10;Kristiansand & mellom 30 og 40 ---> kvinne
2/10;Kristiansand & mellom 30 og 40 ---> modell
2/10;elektriker ---> mann
2/10;Afrika & kvinne & eldre enn 60 & advokat ---> FALSE
2/10;Asia & mann & modell ---> FALSE
2/10;Bergen & Asia & mann ---> FALSE
2/10;Bergen & Australia & kvinne & elektriker ---> FALSE
2/10;Bergen & Australia & kvinne & mellom 50 og 60 & advokat ---> FALSE
2/10;Kristiansand & kvinne & mellom 40 og 50 & rørlegger ---> FALSE
2/10;Nord Amerika & mann & modell ---> FALSE
2/10;Stavanger & Asia & kvinne & mellom 50 og 60 ---> FALSE
2/10;Stavanger & Europa & kvinne & rørlegger ---> FALSE
2/10;Stavanger & kvinne & mellom 40 og 50 ---> FALSE
2/10;Sør Amerika & kvinne & rørlegger ---> FALSE
2/10;Tromsø & Europa & kvinne & elektriker ---> FALSE
2/10;Tromsø & kvinne & mellom 50 og 60 ---> FALSE
2/10;Trondheim & Nord Amerika & kvinne & rørlegger ---> FALSE
2/10;Trondheim & mellom 30 og 40 & Australia & mann & modell ---> FALSE
2/10;fotograf & Bodø & Europa & kvinne & mellom 40 og 50 ---> FALSE
2/10;fotograf & Ålesund & Australia & kvinne & eldre enn 60 ---> FALSE
2/10;mann & mellom 50 og 60 & modell ---> FALSE
2/10;mellom 20 og 30 & Stavanger & Afrika & kvinne ---> FALSE
2/10;mellom 20 og 30 & fotograf & Trondheim & kvinne ---> FALSE
2/10;mellom 30 og 40 & kvinne & elektriker ---> FALSE
2/10;yngre enn 20 & Kristiansand & Asia & mann ---> FALSE
2/10;yngre enn 20 & Ålesund & kvinne ---> FALSE
2/10;Ålesund & kvinne & mellom 40 og 50 ---> FALSE
2/10;Ålesund & mellom 30 og 40 & kvinne ---> FALSE
1/10;Bergen ---> Europa
1/10;Bergen ---> fotograf
1/10;Bergen ---> mann
1/10;Bergen ---> mellom 50 og 60
1/10;Tromsø & eldre enn 60 ---> kvinne
1/10;Tromsø & kvinne & mellom 40 og 50 ---> Asia
1/10;Tromsø & kvinne & mellom 40 og 50 ---> modell
1/10;Oslo & mellom 50 og 60 ---> FALSE
1/10;Stavanger & Nord Amerika & kvinne & eldre enn 60 & advokat ---> FALSE
1/10;Stavanger & mellom 30 og 40 & kvinne ---> FALSE
1/10;fotograf & mellom 30 og 40 & kvinne ---> FALSE
1/10;frisør & Tromsø & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/10;mellom 20 og 30 & Asia & kvinne & rørlegger ---> FALSE
1/10;mellom 20 og 30 & fotograf & Nord Amerika & kvinne ---> FALSE
1/10;mellom 30 og 40 & Europa & kvinne & elektriker ---> FALSE
1/10;sykepleier & Sør Amerika & mann ---> FALSE
1/10;yngre enn 20 & Asia ---> FALSE
1/10;yngre enn 20 & Tromsø & Sør Amerika & kvinne & advokat ---> FALSE
1/10;yngre enn 20 & Trondheim & mann & modell ---> FALSE
1/10;yngre enn 20 & kvinne & rørlegger ---> FALSE
1/10;Ålesund & Afrika & kvinne & mellom 50 og 60 & elektriker ---> FALSE
1/10;Europa & mellom 50 og 60 ---> Kristiansand
1/10;Europa & mellom 50 og 60 ---> kvinne
1/10;Europa & mellom 50 og 60 ---> sykepleier
1/10;Oslo ---> Asia
1/10;Oslo ---> forfatter
1/10;Oslo ---> kvinne
1/10;Oslo ---> yngre enn 20
1/10;advokat ---> mann
1/10;advokat ---> mellom 40 og 50
1/10;Asia & kvinne & mellom 40 og 50 & rørlegger ---> FALSE
1/10;Bodø & Nord Amerika & kvinne & advokat ---> FALSE
1/10;Kristiansand & Afrika & kvinne & eldre enn 60 & elektriker ---> FALSE
1/10;Kristiansand & mellom 30 og 40 & kvinne ---> FALSE
1/10;fotograf & kvinne & mellom 40 og 50 ---> FALSE
1/10;mann & mellom 50 og 60 ---> FALSE
1/10;mellom 20 og 30 & Asia & kvinne ---> FALSE
1/10;mellom 30 og 40 & Bodø & Asia & kvinne ---> FALSE
1/10;mellom 30 og 40 & Tromsø & kvinne ---> FALSE
1/10;yngre enn 20 & Tromsø & Afrika & kvinne & rørlegger ---> FALSE
1/10;Ålesund & Sør Amerika & mann & mellom 40 og 50 & modell ---> FALSE
1/10;Bodø & mann ---> rørlegger
1/10;frisør & mann ---> Sør Amerika
1/10;frisør & mann ---> yngre enn 20
1/10;frisør & mann ---> Ålesund
1/10;Bergen & kvinne & mellom 50 og 60 ---> FALSE
1/10;Kristiansand & Nord Amerika & kvinne & eldre enn 60 & elektriker ---> FALSE
1/10;Oslo & Asia & kvinne & eldre enn 60 & advokat ---> FALSE
1/10;Stavanger & Europa & kvinne & mellom 50 og 60 & rørlegger ---> FALSE
1/10;Trondheim & Sør Amerika & kvinne & mellom 40 og 50 & advokat ---> FALSE
1/10;forfatter & Afrika & mann ---> FALSE
1/10;fotograf & Bergen & mellom 30 og 40 & Europa & kvinne ---> FALSE
1/10;mellom 20 og 30 & Bodø & Sør Amerika & kvinne & elektriker ---> FALSE
1/10;yngre enn 20 & Kristiansand & Australia & kvinne & advokat ---> FALSE
1/10;yngre enn 20 & Tromsø & Australia & kvinne & elektriker ---> FALSE
1/10;Ålesund & mann & mellom 50 og 60 & modell ---> FALSE
