COUNT;HORN RULES (filtered)
2/10;arkitekt & Nord Amerika ---> mann
2/10;arkitekt & Nord Amerika ---> mellom 50 og 60
2/10;arkitekt & Nord Amerika ---> Ålesund
2/10;elektriker & Trondheim & Europa & mann ---> mellom 40 og 50
2/10;kvinne & rørlegger ---> Bergen
2/10;mann & mellom 50 og 60 & psykolog ---> Europa
2/10;mann & mellom 50 og 60 & psykolog ---> Stavanger
2/10;mellom 20 og 30 & psykolog ---> Kristiansand
2/10;mellom 20 og 30 & psykolog ---> Sør Amerika
2/10;mellom 20 og 30 & psykolog ---> kvinne
2/10;mellom 30 og 40 & kvinne ---> Australia
2/10;mellom 30 og 40 & kvinne ---> Oslo
2/10;mellom 30 og 40 & kvinne ---> psykolog
2/10;Bergen & mellom 30 og 40 & Europa & mann & psykolog ---> FALSE
2/10;Bodø & Asia & mann & mellom 40 og 50 ---> FALSE
2/10;Bodø & Australia ---> FALSE
2/10;Oslo & Asia & mann ---> FALSE
2/10;arkitekt & Trondheim & Afrika & mann ---> FALSE
2/10;elektriker & Australia & kvinne & mellom 40 og 50 ---> FALSE
2/10;elektriker & Ålesund & kvinne & eldre enn 60 ---> FALSE
2/10;mellom 20 og 30 & elektriker & kvinne ---> FALSE
2/10;politiker & Trondheim & mellom 30 og 40 & Australia & mann ---> FALSE
2/10;yngre enn 20 & Bodø & mann & psykolog ---> FALSE
2/10;yngre enn 20 & Kristiansand & Asia & mann ---> FALSE
2/10;Ålesund & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/10;Trondheim & mellom 30 og 40 & kvinne ---> Europa
1/10;Trondheim & mellom 30 og 40 & kvinne ---> politiker
1/10;mann & psykolog ---> Stavanger
1/10;mann & psykolog ---> Sør Amerika
1/10;politiker ---> kvinne
1/10;Oslo & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/10;mellom 20 og 30 & sveiser & kvinne ---> FALSE
1/10;sveiser & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/10;sveiser & kvinne & mellom 40 og 50 ---> FALSE
1/10;elektriker & Europa & kvinne ---> Stavanger
1/10;elektriker & Europa & kvinne ---> yngre enn 20
1/10;Ålesund ---> Sør Amerika
1/10;Stavanger & Asia & mann ---> FALSE
1/10;Tromsø & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/10;Trondheim & mellom 30 og 40 & kvinne ---> FALSE
1/10;elektriker & Bergen & Asia & mann ---> FALSE
1/10;sveiser & kvinne ---> FALSE
1/10;Tromsø & mann ---> Sør Amerika
1/10;Tromsø & mann ---> mellom 20 og 30
1/10;mellom 20 og 30 & kvinne ---> Bergen
1/10;mellom 20 og 30 & kvinne ---> Nord Amerika
1/10;mellom 20 og 30 & kvinne ---> frisør
1/10;politiker & mann ---> Asia
1/10;politiker & mann ---> Kristiansand
1/10;politiker & mann ---> mellom 50 og 60
1/10;arkitekt & Oslo & Afrika & mann & eldre enn 60 ---> FALSE
1/10;politiker & Ålesund & Europa & mann & mellom 40 og 50 ---> FALSE
1/10;yngre enn 20 & Ålesund & Nord Amerika & mann ---> FALSE
1/10;Ålesund & Afrika & mann ---> FALSE
