COUNT;HORN RULES (filtered)
1/9;Tromsø & Asia ---> mann
1/9;Tromsø & Asia ---> mellom 50 og 60
1/9;Tromsø & Asia ---> rørlegger
1/9;Tromsø & Europa & mellom 50 og 60 ---> forfatter
1/9;Tromsø & Europa & mellom 50 og 60 ---> kvinne
1/9;forfatter & Kristiansand & mann ---> Europa
1/9;forfatter & Kristiansand & mann ---> eldre enn 60
1/9;forfatter & mellom 50 og 60 ---> kvinne
1/9;frisør & Asia & kvinne ---> Stavanger
1/9;yngre enn 20 & Bergen ---> mann
1/9;Bodø & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/9;Kristiansand & mellom 30 og 40 & Afrika & kvinne ---> FALSE
1/9;forfatter & Trondheim & mellom 30 og 40 & Australia & kvinne ---> FALSE
1/9;frisør & Bergen & Europa & mann ---> FALSE
1/9;frisør & Stavanger & Afrika & mann ---> FALSE
1/9;frisør & Sør Amerika & kvinne ---> FALSE
1/9;kvinne & rørlegger ---> FALSE
1/9;mellom 20 og 30 & Oslo & Europa & kvinne ---> FALSE
1/9;sykepleier & Bodø & mann ---> FALSE
1/9;sykepleier & Trondheim & Europa & mann ---> FALSE
1/9;Australia & mann & modell ---> Trondheim
1/9;Europa & kvinne & mellom 40 og 50 ---> Kristiansand
1/9;Europa & kvinne & mellom 40 og 50 ---> modell
1/9;Nord Amerika & modell ---> kvinne
1/9;Sør Amerika & mann ---> Tromsø
1/9;Sør Amerika & mann ---> advokat
1/9;Sør Amerika & mann ---> yngre enn 20
1/9;forfatter & Bodø ---> Europa
1/9;forfatter & Bodø ---> kvinne
1/9;forfatter & Bodø ---> mellom 20 og 30
1/9;fotograf & kvinne & mellom 50 og 60 ---> Europa
1/9;fotograf & kvinne & mellom 50 og 60 ---> Stavanger
1/9;frisør & Nord Amerika ---> mann
1/9;kvinne & eldre enn 60 ---> modell
1/9;mellom 20 og 30 & Australia ---> mann
1/9;mellom 20 og 30 & Bodø & kvinne ---> Europa
1/9;mellom 20 og 30 & Bodø & kvinne ---> forfatter
1/9;mellom 20 og 30 & Europa ---> Bodø
1/9;mellom 20 og 30 & Europa ---> forfatter
1/9;mellom 20 og 30 & Europa ---> kvinne
1/9;Australia & kvinne & mellom 40 og 50 ---> FALSE
1/9;Stavanger & Afrika & mann & modell ---> FALSE
1/9;Tromsø & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/9;forfatter & Bergen & Afrika & mann & mellom 50 og 60 ---> FALSE
1/9;forfatter & Trondheim & kvinne & mellom 40 og 50 ---> FALSE
1/9;fotograf & Tromsø & kvinne ---> FALSE
1/9;frisør & Bergen & Asia & kvinne ---> FALSE
1/9;Kristiansand & Sør Amerika & mann & rørlegger ---> mellom 30 og 40
1/9;Stavanger & Australia ---> mann
1/9;Tromsø & kvinne ---> sykepleier
1/9;forfatter & Asia ---> mann
1/9;forfatter & Australia & mann ---> mellom 40 og 50
1/9;forfatter & Stavanger ---> kvinne
1/9;frisør & Europa ---> mann
1/9;kvinne & eldre enn 60 ---> Afrika
1/9;kvinne & eldre enn 60 ---> Stavanger
1/9;kvinne & rørlegger ---> Stavanger
1/9;mellom 20 og 30 & fotograf ---> mann
1/9;mellom 30 og 40 & Australia & kvinne ---> Ålesund
1/9;mellom 30 og 40 & Sør Amerika ---> mann
1/9;mellom 40 og 50 & modell ---> kvinne
1/9;mellom 50 og 60 & modell ---> Australia
1/9;mellom 50 og 60 & modell ---> kvinne
1/9;sykepleier & Kristiansand ---> kvinne
1/9;sykepleier & Oslo & mann ---> Europa
1/9;sykepleier & Oslo & mann ---> eldre enn 60
1/9;yngre enn 20 & Sør Amerika & kvinne ---> Trondheim
1/9;yngre enn 20 & Sør Amerika & kvinne ---> modell
1/9;yngre enn 20 & kvinne & modell ---> Sør Amerika
1/9;yngre enn 20 & kvinne & modell ---> Trondheim
1/9;Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/9;Oslo & Australia ---> FALSE
1/9;Oslo & mann & modell ---> FALSE
1/9;forfatter & Europa & mann ---> FALSE
1/9;fotograf & Oslo & Australia & mann ---> FALSE
1/9;fotograf & kvinne & mellom 40 og 50 ---> FALSE
1/9;fotograf & mellom 30 og 40 & Europa ---> FALSE
1/9;frisør & Bodø & Sør Amerika & kvinne ---> FALSE
1/9;frisør & Stavanger & kvinne & mellom 40 og 50 ---> FALSE
1/9;sykepleier & Trondheim & mann ---> FALSE
1/9;yngre enn 20 & Nord Amerika & kvinne ---> FALSE
1/9;yngre enn 20 & fotograf & kvinne ---> FALSE
1/9;Ålesund & Afrika & mann & mellom 40 og 50 & modell ---> FALSE
1/9;Australia & mann & modell ---> Bodø
1/9;Bergen & kvinne ---> mellom 30 og 40
1/9;Oslo & Nord Amerika ---> mann
1/9;Stavanger & mann & modell ---> Sør Amerika
1/9;Stavanger & mann & modell ---> eldre enn 60
1/9;Sør Amerika & mann & modell ---> eldre enn 60
1/9;Tromsø & Asia & mellom 50 og 60 ---> kvinne
1/9;Tromsø & Asia & mellom 50 og 60 ---> sykepleier
1/9;Tromsø & mellom 40 og 50 ---> Asia
1/9;Tromsø & mellom 40 og 50 ---> mann
1/9;Tromsø & mellom 40 og 50 ---> rørlegger
1/9;forfatter & Australia & mann ---> mellom 50 og 60
1/9;fotograf & Nord Amerika ---> Stavanger
1/9;fotograf & Nord Amerika ---> mann
1/9;fotograf & Nord Amerika ---> mellom 50 og 60
1/9;frisør & kvinne ---> Europa
1/9;frisør & kvinne ---> Oslo
1/9;mellom 20 og 30 & Oslo ---> Afrika
1/9;mellom 20 og 30 & Oslo ---> forfatter
1/9;mellom 20 og 30 & Oslo ---> kvinne
1/9;mellom 30 og 40 & Asia ---> mann
1/9;mellom 30 og 40 & Australia & kvinne ---> Bergen
1/9;mellom 30 og 40 & Europa & kvinne ---> Tromsø
1/9;mellom 30 og 40 & Europa & kvinne ---> modell
1/9;mellom 30 og 40 & Tromsø & kvinne ---> Europa
1/9;mellom 30 og 40 & Tromsø & kvinne ---> modell
1/9;sykepleier & Sør Amerika ---> kvinne
1/9;sykepleier & Tromsø & mann ---> Asia
1/9;sykepleier & Tromsø & mann ---> eldre enn 60
1/9;yngre enn 20 & Asia & kvinne ---> modell
1/9;yngre enn 20 & Europa ---> kvinne
1/9;yngre enn 20 & Europa ---> sykepleier
1/9;Ålesund & kvinne & mellom 50 og 60 ---> Sør Amerika
1/9;Ålesund & kvinne & mellom 50 og 60 ---> sykepleier
1/9;Bodø & kvinne & eldre enn 60 ---> FALSE
1/9;Nord Amerika & mellom 40 og 50 ---> FALSE
1/9;Stavanger & Afrika & mann ---> FALSE
1/9;forfatter & Oslo & Afrika & mann & mellom 50 og 60 ---> FALSE
1/9;forfatter & Stavanger & Europa & kvinne & eldre enn 60 ---> FALSE
1/9;forfatter & Tromsø & mann ---> FALSE
1/9;fotograf & Australia & kvinne & eldre enn 60 ---> FALSE
1/9;fotograf & mellom 30 og 40 & kvinne ---> FALSE
1/9;mellom 20 og 30 & fotograf & Kristiansand & Asia & mann ---> FALSE
1/9;sykepleier & Stavanger & mann ---> FALSE
1/9;yngre enn 20 & Australia & kvinne ---> FALSE
1/9;Bergen & Afrika ---> kvinne
1/9;Bergen & Afrika ---> mellom 40 og 50
1/9;Bergen & Afrika ---> sykepleier
1/9;Bergen & kvinne & mellom 40 og 50 ---> sykepleier
1/9;Europa & mellom 40 og 50 ---> kvinne
1/9;Kristiansand & Afrika ---> kvinne
1/9;Stavanger & kvinne & mellom 50 og 60 ---> Australia
1/9;Stavanger & kvinne & mellom 50 og 60 ---> modell
1/9;Stavanger & modell ---> kvinne
1/9;Sør Amerika & kvinne & eldre enn 60 ---> Stavanger
1/9;Sør Amerika & kvinne & eldre enn 60 ---> sykepleier
1/9;Trondheim & Sør Amerika ---> eldre enn 60
1/9;Trondheim & Sør Amerika ---> elektriker
1/9;Trondheim & Sør Amerika ---> mann
1/9;forfatter & Stavanger ---> Nord Amerika
1/9;forfatter & Stavanger ---> eldre enn 60
1/9;forfatter & Stavanger ---> mann
1/9;forfatter & mellom 30 og 40 & kvinne ---> Europa
1/9;forfatter & mellom 30 og 40 & kvinne ---> Kristiansand
1/9;forfatter & Ålesund ---> mellom 40 og 50
1/9;fotograf & Asia ---> mann
1/9;fotograf & mellom 30 og 40 ---> mann
1/9;frisør & Sør Amerika & kvinne ---> Kristiansand
1/9;mellom 30 og 40 & Australia ---> mann
1/9;mellom 30 og 40 & Bodø & kvinne ---> Europa
1/9;mellom 30 og 40 & Bodø & kvinne ---> sykepleier
1/9;mellom 30 og 40 & kvinne & rørlegger ---> Afrika
1/9;mellom 30 og 40 & kvinne & rørlegger ---> Stavanger
1/9;sykepleier & Trondheim & mann ---> Asia
1/9;sykepleier & Trondheim & mann ---> eldre enn 60
1/9;yngre enn 20 & Australia & kvinne & modell ---> Trondheim
1/9;Bergen & Europa & mann ---> FALSE
1/9;Bergen & Nord Amerika & kvinne ---> FALSE
1/9;Bergen & Sør Amerika & mann & modell ---> FALSE
1/9;Europa & kvinne & rørlegger ---> FALSE
1/9;Kristiansand & Europa & mellom 50 og 60 ---> FALSE
1/9;Stavanger & mellom 30 og 40 & Nord Amerika & kvinne ---> FALSE
1/9;Tromsø & kvinne & eldre enn 60 ---> FALSE
1/9;Trondheim & kvinne & eldre enn 60 ---> FALSE
1/9;forfatter & Kristiansand & mann ---> FALSE
1/9;forfatter & Tromsø & kvinne & mellom 40 og 50 ---> FALSE
1/9;fotograf & Bergen & kvinne ---> FALSE
1/9;frisør & Trondheim & kvinne ---> FALSE
1/9;mellom 20 og 30 & Bergen & mann & modell ---> FALSE
1/9;mellom 20 og 30 & Europa ---> FALSE
1/9;mellom 20 og 30 & Nord Amerika & mann & modell ---> FALSE
1/9;mellom 20 og 30 & Oslo & Asia & kvinne & rørlegger ---> FALSE
1/9;mellom 20 og 30 & forfatter & kvinne ---> FALSE
1/9;yngre enn 20 & frisør & Tromsø & kvinne ---> FALSE
1/9;Ålesund & mann & modell ---> FALSE
